Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Index,Instrument,Isolate,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,STRAIN
SRR5871659,RNA-Seq,65,67666885,PRJNA395838,SAMN07415301,"Microbe\, viral or environmental",32279727,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039275,uncalculated,uncalculated,missing,missing,164,Illumina HiSeq 2500,missing,missing,164_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_1h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,164_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_1h,Yeast culture,SRP113626,BY4741
SRR5871660,RNA-Seq,65,80650700,PRJNA395838,SAMN07415300,"Microbe\, viral or environmental",35546351,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039274,uncalculated,uncalculated,missing,missing,163,Illumina HiSeq 2500,missing,missing,163_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_1_83h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,163_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_1_83h,Yeast culture,SRP113626,BY4741
SRR5871661,RNA-Seq,65,66139775,PRJNA395838,SAMN07415303,"Microbe\, viral or environmental",29300262,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039273,uncalculated,uncalculated,missing,missing,166,Illumina HiSeq 2500,missing,missing,166_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_2_66h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,166_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_2_66h,Yeast culture,SRP113626,BY4741
SRR5871662,RNA-Seq,65,142535120,PRJNA395838,SAMN07415302,"Microbe\, viral or environmental",61205801,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039272,uncalculated,uncalculated,missing,missing,165,Illumina HiSeq 2500,missing,missing,165_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_2_33h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,165_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_2_33h,Yeast culture,SRP113626,BY4741
SRR5871663,RNA-Seq,65,85462195,PRJNA395838,SAMN07415305,"Microbe\, viral or environmental",37264025,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039271,uncalculated,uncalculated,missing,missing,168,Illumina HiSeq 2500,missing,missing,168_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_3_32h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,168_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_3_32h,Yeast culture,SRP113626,BY4741
SRR5871664,RNA-Seq,65,83548725,PRJNA395838,SAMN07415304,"Microbe\, viral or environmental",37028012,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039270,uncalculated,uncalculated,missing,missing,167,Illumina HiSeq 2500,missing,missing,167_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,167_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_2h,Yeast culture,SRP113626,BY4741
SRR5871665,RNA-Seq,65,61696050,PRJNA395838,SAMN07415307,"Microbe\, viral or environmental",27163743,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039269,uncalculated,uncalculated,missing,missing,170,Illumina HiSeq 2500,missing,missing,170_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_3h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,170_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_3h,Yeast culture,SRP113626,BY4741
SRR5871666,RNA-Seq,65,108808050,PRJNA395838,SAMN07415306,"Microbe\, viral or environmental",47023830,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039268,uncalculated,uncalculated,missing,missing,169,Illumina HiSeq 2500,missing,missing,169_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_3_65h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,169_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_3_65h,Yeast culture,SRP113626,BY4741
SRR5871667,RNA-Seq,65,154494795,PRJNA395838,SAMN07415340,"Microbe\, viral or environmental",76665222,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039267,uncalculated,uncalculated,missing,missing,203,Illumina HiSeq 2500,missing,missing,203_exp2_WT_Rep_0_06mM_lowPi_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,203_exp2_WT_Rep_0_06mM_lowPi_5h,Yeast culture,SRP113626,BY4741
SRR5871668,RNA-Seq,65,193163425,PRJNA395838,SAMN07415341,"Microbe\, viral or environmental",95696327,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039266,uncalculated,uncalculated,missing,missing,204,Illumina HiSeq 2500,missing,missing,204_exp2_WT_Rep_0_06mM_lowPi_6_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,204_exp2_WT_Rep_0_06mM_lowPi_6_5h,Yeast culture,SRP113626,BY4741
SRR5871669,RNA-Seq,65,120633630,PRJNA395838,SAMN07415342,"Microbe\, viral or environmental",60240217,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039265,uncalculated,uncalculated,missing,missing,205,Illumina HiSeq 2500,missing,missing,205_exp2_WT_Rep_0_06mM_lowPi_6h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,205_exp2_WT_Rep_0_06mM_lowPi_6h,Yeast culture,SRP113626,BY4741
SRR5871670,RNA-Seq,65,216437455,PRJNA395838,SAMN07415343,"Microbe\, viral or environmental",107011398,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039264,uncalculated,uncalculated,missing,missing,206,Illumina HiSeq 2500,missing,missing,206_exp2_WT_Rep_0_06mM_lowPi_7_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,206_exp2_WT_Rep_0_06mM_lowPi_7_5h,Yeast culture,SRP113626,BY4741
SRR5871671,RNA-Seq,65,184161120,PRJNA395838,SAMN07415344,"Microbe\, viral or environmental",90711675,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039263,uncalculated,uncalculated,missing,missing,207,Illumina HiSeq 2500,missing,missing,207_exp2_WT_Rep_0_06mM_lowPi_7h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,207_exp2_WT_Rep_0_06mM_lowPi_7h,Yeast culture,SRP113626,BY4741
SRR5871672,RNA-Seq,65,44766735,PRJNA395838,SAMN07415345,"Microbe\, viral or environmental",22886653,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039262,uncalculated,uncalculated,missing,missing,208,Illumina HiSeq 2500,missing,missing,208_exp2_WT_Rep_0_06mM_lowPi_8_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,208_exp2_WT_Rep_0_06mM_lowPi_8_5h,Yeast culture,SRP113626,BY4741
SRR5871673,RNA-Seq,65,131653600,PRJNA395838,SAMN07415183,"Microbe\, viral or environmental",56652332,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039261,uncalculated,uncalculated,missing,missing,46,Illumina HiSeq 2500,missing,missing,46_exp2_PHO84c_Rep_mCh_0_06mM_recovery_3h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,46_exp2_PHO84c_Rep_mCh_0_06mM_recovery_3h,Yeast culture,SRP113626,BY4741
SRR5871674,RNA-Seq,65,97983145,PRJNA395838,SAMN07415220,"Microbe\, viral or environmental",47267733,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039260,uncalculated,uncalculated,missing,missing,83,Illumina HiSeq 2500,missing,missing,83_exp2_PHO84c_Rep_mCh_0_2mM_recovery_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,83_exp2_PHO84c_Rep_mCh_0_2mM_recovery_5h,Yeast culture,SRP113626,BY4741
SRR5871675,RNA-Seq,65,145204605,PRJNA395838,SAMN07415219,"Microbe\, viral or environmental",68812106,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039259,uncalculated,uncalculated,missing,missing,82,Illumina HiSeq 2500,missing,missing,82_exp2_PHO84c_Rep_mCh_0_2mM_recovery_5_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,82_exp2_PHO84c_Rep_mCh_0_2mM_recovery_5_5h,Yeast culture,SRP113626,BY4741
SRR5871676,RNA-Seq,65,72453160,PRJNA395838,SAMN07415218,"Microbe\, viral or environmental",31833617,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039258,uncalculated,uncalculated,missing,missing,81,Illumina HiSeq 2500,missing,missing,81_exp2_PHO84c_Rep_mCh_0_2mM_recovery_4h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,81_exp2_PHO84c_Rep_mCh_0_2mM_recovery_4h,Yeast culture,SRP113626,BY4741
SRR5871677,RNA-Seq,65,85568145,PRJNA395838,SAMN07415225,"Microbe\, viral or environmental",41640904,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039257,uncalculated,uncalculated,missing,missing,88,Illumina HiSeq 2500,missing,missing,88_exp2_PHO84c_Rep_mCh_0_2mM_recovery_8_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,88_exp2_PHO84c_Rep_mCh_0_2mM_recovery_8_5h,Yeast culture,SRP113626,BY4741
SRR5871678,RNA-Seq,65,161543915,PRJNA395838,SAMN07415224,"Microbe\, viral or environmental",76768821,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039256,uncalculated,uncalculated,missing,missing,87,Illumina HiSeq 2500,missing,missing,87_exp2_PHO84c_Rep_mCh_0_2mM_recovery_7h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,87_exp2_PHO84c_Rep_mCh_0_2mM_recovery_7h,Yeast culture,SRP113626,BY4741
SRR5871679,RNA-Seq,65,77672140,PRJNA395838,SAMN07415182,"Microbe\, viral or environmental",34545533,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039255,uncalculated,uncalculated,missing,missing,45,Illumina HiSeq 2500,missing,missing,45_exp2_PHO84c_Rep_mCh_0_06mM_recovery_3_65h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,45_exp2_PHO84c_Rep_mCh_0_06mM_recovery_3_65h,Yeast culture,SRP113626,BY4741
SRR5871680,RNA-Seq,65,108901455,PRJNA395838,SAMN07415222,"Microbe\, viral or environmental",52261657,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039254,uncalculated,uncalculated,missing,missing,85,Illumina HiSeq 2500,missing,missing,85_exp2_PHO84c_Rep_mCh_0_2mM_recovery_6h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,85_exp2_PHO84c_Rep_mCh_0_2mM_recovery_6h,Yeast culture,SRP113626,BY4741
SRR5871681,RNA-Seq,65,111830030,PRJNA395838,SAMN07415227,"Microbe\, viral or environmental",53216828,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039253,uncalculated,uncalculated,missing,missing,90,Illumina HiSeq 2500,missing,missing,90_exp2_PHO84c_Rep_mCh_0_2mM_recovery_9h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,90_exp2_PHO84c_Rep_mCh_0_2mM_recovery_9h,Yeast culture,SRP113626,BY4741
SRR5871682,RNA-Seq,65,103284675,PRJNA395838,SAMN07415226,"Microbe\, viral or environmental",49606234,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039252,uncalculated,uncalculated,missing,missing,89,Illumina HiSeq 2500,missing,missing,89_exp2_PHO84c_Rep_mCh_0_2mM_recovery_8h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,89_exp2_PHO84c_Rep_mCh_0_2mM_recovery_8h,Yeast culture,SRP113626,BY4741
SRR5871683,RNA-Seq,65,95891185,PRJNA395838,SAMN07415416,"Microbe\, viral or environmental",42297277,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039251,uncalculated,uncalculated,missing,missing,279,Illumina HiSeq 2500,missing,missing,279_exp2_WT_Rep_0_2mM_recovery_1_33h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,279_exp2_WT_Rep_0_2mM_recovery_1_33h,Yeast culture,SRP113626,BY4741
SRR5871684,RNA-Seq,65,126426820,PRJNA395838,SAMN07415418,"Microbe\, viral or environmental",54766013,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039250,uncalculated,uncalculated,missing,missing,281,Illumina HiSeq 2500,missing,missing,281_exp2_WT_Rep_0_2mM_recovery_1_67h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,281_exp2_WT_Rep_0_2mM_recovery_1_67h,Yeast culture,SRP113626,BY4741
SRR5871685,RNA-Seq,65,248371955,PRJNA395838,SAMN07415419,"Microbe\, viral or environmental",105973144,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039249,uncalculated,uncalculated,missing,missing,282,Illumina HiSeq 2500,missing,missing,282_exp2_WT_Rep_0_2mM_recovery_1_83h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,282_exp2_WT_Rep_0_2mM_recovery_1_83h,Yeast culture,SRP113626,BY4741
SRR5871686,RNA-Seq,65,65931710,PRJNA395838,SAMN07415420,"Microbe\, viral or environmental",30364885,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039248,uncalculated,uncalculated,missing,missing,283,Illumina HiSeq 2500,missing,missing,283_exp2_WT_Rep_0_2mM_recovery_1h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,283_exp2_WT_Rep_0_2mM_recovery_1h,Yeast culture,SRP113626,BY4741
SRR5871687,RNA-Seq,65,143020800,PRJNA395838,SAMN07415421,"Microbe\, viral or environmental",61739835,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039247,uncalculated,uncalculated,missing,missing,284,Illumina HiSeq 2500,missing,missing,284_exp2_WT_Rep_0_2mM_recovery_2_33h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,284_exp2_WT_Rep_0_2mM_recovery_2_33h,Yeast culture,SRP113626,BY4741
SRR5871688,RNA-Seq,65,93329860,PRJNA395838,SAMN07415422,"Microbe\, viral or environmental",41225482,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039246,uncalculated,uncalculated,missing,missing,285,Illumina HiSeq 2500,missing,missing,285_exp2_WT_Rep_0_2mM_recovery_2_66h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,285_exp2_WT_Rep_0_2mM_recovery_2_66h,Yeast culture,SRP113626,BY4741
SRR5871689,RNA-Seq,65,113514115,PRJNA395838,SAMN07415423,"Microbe\, viral or environmental",49230783,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039245,uncalculated,uncalculated,missing,missing,286,Illumina HiSeq 2500,missing,missing,286_exp2_WT_Rep_0_2mM_recovery_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,286_exp2_WT_Rep_0_2mM_recovery_2h,Yeast culture,SRP113626,BY4741
SRR5871690,RNA-Seq,65,92730885,PRJNA395838,SAMN07415424,"Microbe\, viral or environmental",40630997,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039244,uncalculated,uncalculated,missing,missing,287,Illumina HiSeq 2500,missing,missing,287_exp2_WT_Rep_0_2mM_recovery_3_32h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,287_exp2_WT_Rep_0_2mM_recovery_3_32h,Yeast culture,SRP113626,BY4741
SRR5871691,RNA-Seq,65,71587880,PRJNA395838,SAMN07415425,"Microbe\, viral or environmental",31484452,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039243,uncalculated,uncalculated,missing,missing,288,Illumina HiSeq 2500,missing,missing,288_exp2_WT_Rep_0_2mM_recovery_3_65h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,288_exp2_WT_Rep_0_2mM_recovery_3_65h,Yeast culture,SRP113626,BY4741
SRR5871692,RNA-Seq,65,124067580,PRJNA395838,SAMN07415426,"Microbe\, viral or environmental",53665563,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039242,uncalculated,uncalculated,missing,missing,289,Illumina HiSeq 2500,missing,missing,289_exp2_WT_Rep_0_2mM_recovery_3h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,289_exp2_WT_Rep_0_2mM_recovery_3h,Yeast culture,SRP113626,BY4741
SRR5871693,RNA-Seq,65,99491275,PRJNA395838,SAMN07415427,"Microbe\, viral or environmental",43229304,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039241,uncalculated,uncalculated,missing,missing,290,Illumina HiSeq 2500,missing,missing,290_exp2_WT_Rep_0_2mM_recovery_4_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,290_exp2_WT_Rep_0_2mM_recovery_4_5h,Yeast culture,SRP113626,BY4741
SRR5871694,RNA-Seq,65,143524875,PRJNA395838,SAMN07415431,"Microbe\, viral or environmental",68617174,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039240,uncalculated,uncalculated,missing,missing,294,Illumina HiSeq 2500,missing,missing,294_exp2_WT_Rep_0_2mM_recovery_6_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,294_exp2_WT_Rep_0_2mM_recovery_6_5h,Yeast culture,SRP113626,BY4741
SRR5871695,RNA-Seq,65,78253955,PRJNA395838,SAMN07415185,"Microbe\, viral or environmental",34350440,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039239,uncalculated,uncalculated,missing,missing,48,Illumina HiSeq 2500,missing,missing,48_exp2_PHO84c_Rep_mCh_0_06mM_recovery_4h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,48_exp2_PHO84c_Rep_mCh_0_06mM_recovery_4h,Yeast culture,SRP113626,BY4741
SRR5871696,RNA-Seq,65,68966885,PRJNA395838,SAMN07415178,"Microbe\, viral or environmental",30475522,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039238,uncalculated,uncalculated,missing,missing,41,Illumina HiSeq 2500,missing,missing,41_exp2_PHO84c_Rep_mCh_0_06mM_recovery_2_33h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,41_exp2_PHO84c_Rep_mCh_0_06mM_recovery_2_33h,Yeast culture,SRP113626,BY4741
SRR5871697,RNA-Seq,65,135215730,PRJNA395838,SAMN07415430,"Microbe\, viral or environmental",64442083,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039237,uncalculated,uncalculated,missing,missing,293,Illumina HiSeq 2500,missing,missing,293_exp2_WT_Rep_0_2mM_recovery_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,293_exp2_WT_Rep_0_2mM_recovery_5h,Yeast culture,SRP113626,BY4741
SRR5871698,RNA-Seq,65,28030210,PRJNA395838,SAMN07415338,"Microbe\, viral or environmental",14421718,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039236,uncalculated,uncalculated,missing,missing,201,Illumina HiSeq 2500,missing,missing,201_exp2_WT_Rep_0_06mM_lowPi_4h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,201_exp2_WT_Rep_0_06mM_lowPi_4h,Yeast culture,SRP113626,BY4741
SRR5871699,RNA-Seq,65,95676750,PRJNA395838,SAMN07415216,"Microbe\, viral or environmental",41843074,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039235,uncalculated,uncalculated,missing,missing,79,Illumina HiSeq 2500,missing,missing,79_exp2_PHO84c_Rep_mCh_0_2mM_recovery_3h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,79_exp2_PHO84c_Rep_mCh_0_2mM_recovery_3h,Yeast culture,SRP113626,BY4741
SRR5871700,RNA-Seq,65,110155760,PRJNA395838,SAMN07415217,"Microbe\, viral or environmental",47713009,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039234,uncalculated,uncalculated,missing,missing,80,Illumina HiSeq 2500,missing,missing,80_exp2_PHO84c_Rep_mCh_0_2mM_recovery_4_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,80_exp2_PHO84c_Rep_mCh_0_2mM_recovery_4_5h,Yeast culture,SRP113626,BY4741
SRR5871701,RNA-Seq,65,53758835,PRJNA395838,SAMN07415193,"Microbe\, viral or environmental",26660267,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039233,uncalculated,uncalculated,missing,missing,56,Illumina HiSeq 2500,missing,missing,56_exp2_PHO84c_Rep_mCh_0_06mM_recovery_8h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,56_exp2_PHO84c_Rep_mCh_0_06mM_recovery_8h,Yeast culture,SRP113626,BY4741
SRR5871702,RNA-Seq,65,102356865,PRJNA395838,SAMN07415215,"Microbe\, viral or environmental",44838370,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039232,uncalculated,uncalculated,missing,missing,78,Illumina HiSeq 2500,missing,missing,78_exp2_PHO84c_Rep_mCh_0_2mM_recovery_3_65h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,78_exp2_PHO84c_Rep_mCh_0_2mM_recovery_3_65h,Yeast culture,SRP113626,BY4741
SRR5871703,RNA-Seq,65,121784260,PRJNA395838,SAMN07415339,"Microbe\, viral or environmental",60574219,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039231,uncalculated,uncalculated,missing,missing,202,Illumina HiSeq 2500,missing,missing,202_exp2_WT_Rep_0_06mM_lowPi_5_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,202_exp2_WT_Rep_0_06mM_lowPi_5_5h,Yeast culture,SRP113626,BY4741
SRR5871704,RNA-Seq,65,98669220,PRJNA395838,SAMN07415213,"Microbe\, viral or environmental",43334804,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039230,uncalculated,uncalculated,missing,missing,76,Illumina HiSeq 2500,missing,missing,76_exp2_PHO84c_Rep_mCh_0_2mM_recovery_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,76_exp2_PHO84c_Rep_mCh_0_2mM_recovery_2h,Yeast culture,SRP113626,BY4741
