geneID	10m	20m	30m	40m	50m	60m	80m	100m	120m	160m	geneName	function
YNL184C	0.08	0.52	-0.58	0.08	-0.86	-0.18	0.14	-0.04	0.28	0.39	YNL184C	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
YNL185C	-0.49	0.37	0	1.02	-0.14	-0.36	0.24	0.2	0.34	0.58	MRPL19	Mitochondrial ribosomal protein of the large subunit
YNL186W	-1.4	-2	-1.25		-0.43	-0.47	-0.18	-0.14	-0.09	-0.12	UBP10	Ubiquitin-specific protease that deubiquitinates ubiquitin-protein moieties; may regulate silencing by acting on Sir4p; involved in posttranscriptionally regulating Gap1p and possibly other transporters; primarily located in the nucleus
YNL187W	-0.4	-0.43	0.06		-0.38	0.06	0.23	-0.2	-0.04	0.16	SWT21	Protein involved in mRNA splicing; contains a consensus nuclear export signal (NES) sequence similar to the consensus sequence recognized by Crm1p; interacts genetically with Prp40p and Tgs1p; contains WD40 repeats
YNL188W	-0.62	-0.89	-0.81		-0.43	-0.54	-0.4	-0.62	-0.12	-0.04	KAR1	"Essential protein involved in karyogamy during mating and in spindle pole body duplication during mitosis, localizes to the half-bridge of the spindle pole body, interacts with Spc72p during karyogamy, also interacts with Cdc31p"
YNL189W	-0.47	0.18	-0.42	0.57	-0.18	-0.06	0.11	-0.3	-0.04	-0.07	SRP1	"Karyopherin alpha homolog, forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins, binds the nuclear localization signal of the substrate during import; may also play a role in regulation of protein degradation"
YNL190W	-0.47	-1.22	-0.36		0.48	0.25	0.25	-0.15	0.18	0.33	YNL190W	Cell wall protein of unknown function; proposed role as a hydrophilin induced by osmotic stress; contains a putative GPI-attachment site
YNL191W	-1.84	-1.79	-1.12	0.79	-0.62	0.03	0.25	0.03	0.15	-0.01	DUG3	"Probable glutamine amidotransferase, forms a complex with Dug1p and Dug2p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p)"
YNL192W	0.5	0.62	0.42		0.42	-0.2	-0.17	-0.1	0.3	0.48	CHS1	"Chitin synthase I, requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for repairing the chitin septum during cytokinesis; transcription activated by mating factor"
YNL193W	3.29	0.91	0.52	-0.01	0.45	0.46	0.65	0.12	0.31	0.52	YNL193W	Putative protein of unknown function; exhibits a two-hybrid interaction with Yhr151cp in a large-scale analysis
YNL194C	0.52	-1.4	-0.49		0.45	0.55	0.63	-0.14	0.11	0.44	YNL194C	Integral membrane protein required for sporulation and plasma membrane sphingolipid content; has sequence similarity to SUR7 and FMP45; GFP-fusion protein is induced in response to the DNA-damaging agent MMS
YNL195C		4.52		2.09	0.73	0.42	0.87	0.23	0.25	0.62	YNL195C	"Putative protein of unknown function; shares a promoter with YNL194C; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YNL196C	-0.1	1.73	0.01		0.14	0.19	-0.15	-0.27	0.19	0.08	SLZ1	Sporulation-specific protein with a leucine zipper motif
YNL197C	-0.86	-0.04	-1.29	-0.64	-0.64	-0.29	-0.1	-0.03	-0.17	-0.01	WHI3	RNA binding protein that sequesters CLN3 mRNA in cytoplasmic foci; cytoplasmic retention factor for Cdc28p and associated cyclins; regulates cell fate and dose-dependently regulates the critical cell size required for passage through Start
YNL198C	-0.49	-2.56	-3.47	-0.14	-1.32	-0.4	0.01	0.04	-0.14	0	YNL198C	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
YNL199C	-0.71	-0.76	-1.03	-0.1	-0.2	-0.36	-0.17	0.18	-0.14	-0.06	GCR2	Transcriptional activator of genes involved in glycolysis; interacts and functions with the DNA-binding protein Gcr1p
YNL200C	0.43	-1.25	0.69	0.25	0.26	1.52	1.18	1.09	0.86	1.01	NNR1	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YNL201C	-0.27	0.44	0.14	0.4	0.14	-0.42	0.14	0.34	0.11	0.16	PSY2	"Subunit of protein phosphatase PP4 complex; active complex is composed of catalytic subunit Pph3p and Psy2p, with Psy4p apparently providing additional substrate specificity in some cases; regulates recovery from the DNA damage checkpoint and also the gene conversion- and single-strand annealing-mediated pathways of meiotic double-strand break repair; Pph3p and Psy2p localize to foci on meiotic chromosomes; putative homolog of mammalian R3"
YNL202W	-1.09	-0.04	-0.54	0.56	0	0.08	0.31	0.56	0.28	0.39	SPS19	"Peroxisomal 2,4-dienoyl-CoA reductase, auxiliary enzyme of fatty acid beta-oxidation; homodimeric enzyme required for growth and sporulation on petroselineate medium; expression induced during late sporulation and in the presence of oleate"
YNL203C	0.58			-0.94	0.31	0.1	0.87	0.3	0.96	0.61	YNL203C	"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YNL204C	-0.84	-2.18	-1.18	0.58	-0.43	-0.47	0.75		0.65		SPS18	"Protein of unknown function, contains a putative zinc-binding domain; expressed during sporulation"
YNL205C	-1.18	-0.92	-0.62	0.42	0.28	-0.34	0.23	0.32	0.25	0.14	YNL205C	"Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YNL206C	-0.92	-0.3	-0.51	0.43	-0.67	-0.45	0	0.15	-0.03	0.15	RTT106	"Histone chaperone, involved in regulation of chromatin structure in both transcribed and silenced chromosomal regions; affects transcriptional elongation; has a role in regulation of Ty1 transposition"
YNL207W	-0.21	-0.21	-0.38	-0.56	-0.06	-0.14	-0.16	0.15	0.19	0.05	RIO2	Essential serine kinase involved in the processing of the 20S pre-rRNA into mature 18S rRNA; has similarity to Rio1p
YNL208W	2.19		2.28	1.97	1.3	1.17	1.79	0.97	0.87	0.86	YNL208W	"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; potential orthologs found in other fungi"
YNL209W	-0.79	-1.22	-1.51	-0.38	-0.89	-0.6	-0.56	-0.12	-0.07	-0.04	SSB2	"Cytoplasmic ATPase that is a ribosome-associated molecular chaperone, functions with J-protein partner Zuo1p; may be involved in the folding of newly-synthesized polypeptide chains; member of the HSP70 family; homolog of SSB1"
YNL210W	-0.04		-0.03		0.1	0.06	0	0.07	-0.23	-0.18	MER1	"Protein with RNA-binding motifs required for meiosis-specific mRNA splicing; required for chromosome pairing and meiotic recombination; Mer1p regulon embraces four essential meiotic pre-mRNAs: REC107, HFM1, AMA1 and SPO22"
YNL211C	-0.12	0.03	0.04	0.94	-0.07	-0.22	-0.25	0.11	0.18	0.06	MRX7	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL211C is not an essential gene
YNL212W	1.18	1.08	0.59		0.48	-0.14	-0.12	0.16	-0.17	0.04	VID27	"Cytoplasmic protein of unknown function; possibly involved in vacuolar protein degradation; not essential for proteasome-dependent degradation of fructose-1,6-bisphosphatase (FBPase); null mutants exhibit normal growth"
YNL213C	0.49	0.81	0.18	0.28	0.11	-0.03	0.07	0.46	0.36	0.4	RRG9	"Protein of unknown function; null mutant lacks mitochondrial DNA and cannot grow on glycerol; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YNL214W	0.58	0.66	1.21		0.86	0.34	-0.04	0.15	-0.47	0.19	PEX17	Peroxisomal membrane peroxin and subunit of the docking complex that facilitates the import of peroxisomal matrix proteins; required for peroxisome biogenesis
YNL215W	-0.15	-0.64	-0.22	-0.62	-0.81	-0.01	-0.1	0.16	-0.03	0.12	IES2	Protein that associates with the INO80 chromatin remodeling complex under low-salt conditions; essential for growth under anaerobic conditions
YNL216W	-1.03	-0.81	-0.51	0.59	-0.34	-0.64	-0.36	-0.09	-0.54	-0.2	RAP1	"DNA-binding protein involved in either activation or repression of transcription, depending on binding site context; also binds telomere sequences and plays a role in telomeric position effect (silencing) and telomere structure"
YNL217W	-0.76	-1.43	-1.36	-0.29	-0.89	-0.62	-0.76	-0.36	-0.23	-0.17	PPN2	Putative protein of unknown function; weak sequence similarity to bis (5'-nucleotidyl)-tetraphosphatases; (GFP)-fusion protein localizes to the vacuole; null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate
YNL218W	-2.12	-0.36	-1.79		-0.03	-0.15	-0.54	0.12	-0.1	-0.34	MGS1	Protein with DNA-dependent ATPase and ssDNA annealing activities involved in maintenance of genome; interacts functionally with DNA polymerase delta; homolog of human Werner helicase interacting protein (WHIP)
YNL219C	-0.45	-0.43	-0.45	-0.56	-0.43	-0.29	-0.43	-0.03	-0.2	-0.06	ALG9	"Mannosyltransferase, involved in N-linked glycosylation; catalyzes the transfer of mannose from Dol-P-Man to lipid-linked oligosaccharides; mutation of the human ortholog causes type 1 congenital disorders of glycosylation"
YNL220W	-0.62	-0.2	-0.56		0.2	0.2	0.19	0.57	-0.38	0.45	ADE12	"Adenylosuccinate synthase, catalyzes the first step in synthesis of adenosine monophosphate from inosine 5'monophosphate during purine nucleotide biosynthesis; exhibits binding to single-stranded autonomously replicating (ARS) core sequence"
YNL221C		-0.84	-1	0.18	-0.42	-0.54	-0.06	0.48	0.03	0.03	POP1	"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; binds to the RPR1 RNA subunit in RNase P"
YNL222W	0.25	0.37	-0.04	0.76	0	0.05	0.12	0.36	0.12	-0.01	SSU72	Transcription/RNA-processing factor that associates with TFIIB and cleavage/polyadenylation factor Pta1p; exhibits phosphatase activity on serine-5 of the RNA polymerase II C-terminal domain; affects start site selection in vivo
YNL223W	-0.01	-0.84	0.26	0.6	0.16	-0.07	0.06	0.16	-0.22	0.01	ATG4	Conserved cysteine protease required for autophagy; cleaves Atg8p to a form required for autophagosome and Cvt vesicle generation
YNL224C	-0.12	0.32	-0.38	-0.03	-0.25	-0.18	-0.17	-0.3	-0.22	-0.38	SQS1	Stimulates the ATPase and helicase activities of Prp43p; acts with Prp43p to stimulate 18s rRNA maturation by Nob1p; overexpression antagonizes the suppression of splicing defects by spp382 mutants; component of pre-ribosomal particles
YNL225C	0.33	0.58	-0.03	0.62	-0.18	-0.47	-0.07	0.14	-0.09	-0.15	CNM67	Component of the spindle pole body outer plaque; required for spindle orientation and mitotic nuclear migration
YNL226W	-0.2	-0.92	-0.79	-0.03	-0.71	-0.27	-0.09	-0.29	-0.3	-0.2	YNL226W	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene JJJ1/YNL227C"
YNL227C	-1.09	-0.92	-1.4	-0.3	-0.84	-0.45	-0.06	0.11	-0.2	-0.14	JJJ1	"Co-chaperone that stimulates the ATPase activity of Ssa1p, required for a late step of ribosome biogenesis; associated with the cytosolic large ribosomal subunit; contains a J-domain; mutation causes defects in fluid-phase endocytosis"
YNL228W	-1.03	-1.18	-1.32	-0.49	-0.76	-0.43	-0.07	-0.47	-0.29	-0.29	YNL228W	"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF YNL227C/JJJ1"
YNL229C	0.03	-0.27	-0.47	0.44	-0.12	-0.56	-0.32	0.2	-0.4	-0.06	URE2	Nitrogen catabolite repression transcriptional regulator that acts by inhibition of GLN3 transcription in good nitrogen source; has glutathione peroxidase activity and can mutate to acquire GST activity; altered form creates [URE3] prion
YNL230C	-0.4	-0.1	-0.07	0.53	-0.06	-0.14	-0.14	-0.4	-0.17	-0.18	ELA1	Elongin A; F-box protein that forms a heterodimer with Elc1p and is required for ubiquitin-dependent degradation of the RNA Polymerase II subunit Rpo21p; subunit of the Elongin-Cullin-Socs (ECS) ligase complex
YNL231C	0.92	0.78	0.3	0.37	0.28	0.12	0.33	0.55	0.34	0.65	PDR16	"Phosphatidylinositol transfer protein (PITP) controlled by the multiple drug resistance regulator Pdr1p, localizes to lipid particles and microsomes, controls levels of various lipids, may regulate lipid synthesis, homologous to Pdr17p"
YNL232W	-0.81	-0.35	-0.22	-0.76	-0.58	-0.21	-0.48	-0.42	-0.05	-0.63	CSL4	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; predicted to contain an S1 RNA binding domain; has similarity to human hCsl4p (EXOSC1)
YNL233W	-0.56	-0.2	-0.45	-0.18	-0.15	-0.09	-0.32	-0.17	-0.2	0.04	BNI4	"Targeting subunit for Glc7p protein phosphatase, localized to the bud neck, required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p"
YNL234W	-0.42	-0.18	0.97		0.94	0.36	0.07	-0.32	-0.29	-0.17	YNL234W	Protein of unknown function with similarity to globins; has a functional heme-binding domain; mutant has aneuploidy tolerance; transcription induced by stress conditions; may be involved in glucose signaling or metabolism; regulated by Rgt1
YNL235C	-0.01	0.88	0.16	-0.32	0.03	-0.15	-0.1	0.01	-0.2	0.12	YNL235C	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SIN4/YNL236W, a subunit of the mediator complex"
YNL236W	-0.29	0.28	0		0.28	-0.4	-0.29	-0.15	-0.43	-0.25	SIN4	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription
YNL237W	0.06	1.89		-0.54	0.34	0.75	-0.17	-0.15	-0.04	-0.12	YTP1	"Probable type-III integral membrane protein of unknown function, has regions of similarity to mitochondrial electron transport proteins"
YNL238W	-0.22	0.26	-0.29		0	-0.6	-0.42	-0.42	-0.47	-0.3	KEX2	"Subtilisin-like protease (proprotein convertase), a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway"
YNL239W	0.96	1.4	0.78	0.44	1.03	0.56	0.33	-0.06	-0.04	0.08	LAP3	Cysteine aminopeptidase with homocysteine-thiolactonase activity; protects cells against homocysteine toxicity; has bleomycin hydrolase activity in vitro; transcription is regulated by galactose via Gal4p; orthologous to human BLMH
YNL241C	2.34	2.56	2.14	1.58	0.88	0.64	0.38	0.73	0.42	0.51	ZWF1	"Glucose-6-phosphate dehydrogenase (G6PD), catalyzes the first step of the pentose phosphate pathway; involved in adapting to oxidatve stress; homolog of the human G6PD which is deficient in patients with hemolytic anemia"
YNL242W	-0.22	1.06		0.85	0.72	-1.12	0.29	0.18	-0.29	-0.06	ATG2	"Peripheral membrane protein required for vesicle formation during autophagy, pexophagy, and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria"
YNL243W	0.62	0.62	-0.14	-0.8	0.05	-0.14	-0.35	-0.18	-0.24	-0.14	SLA2	Transmembrane actin-binding protein involved in membrane cytoskeleton assembly and cell polarization; adaptor protein that links actin to clathrin and endocytosis; present in the actin cortical patch of the emerging bud tip; dimer in vivo
YNL244C	-0.73	-1	-0.59	-0.86	-0.5	-0.45	-0.25	-0.1	-0.14	-0.25	SUI1	Translation initiation factor eIF1; component of a complex involved in recognition of the initiator codon; modulates translation accuracy at the initiation phase
YNL245C	0.38	0.23	-0.09	-0.3	-0.4	0.03	-0.45	-0.22	-0.3	-0.84	CWC25	Splicing factor required for the first step of pre-mRNA splicing; binding to the spliceosome requires Prp2p and Yju2p; heat-stable protein; has similarity to S. pombe Cwf25p
YNL246W	0	-0.29	-0.01	0.21	-0.25	-0.29	-0.6	0	-0.36	-0.71	VPS75	"NAP family histone chaperone; binds to histones and Rtt109p, stimulating histone acetyltransferase activity; possesses nucleosome assembly activity in vitro; proposed role in vacuolar protein sorting and in double-strand break repair"
YNL247W	0.83	-0.6	-0.67	-1.43	-0.18	-0.06	-0.3	-0.17	-0.34	-0.34	YNL247W	"Cysteinyl-tRNA synthetase; may interact with ribosomes, based on co-purification experiments"
YNL248C	-0.07	-2.12	-1.74	-1	-0.51	-0.09	-0.38	-0.15	-0.32	-0.54	RPA49	RNA polymerase I subunit A49
YNL249C	-0.29	1.05	1.04	0.93	0.36	0.39	-0.06	-0.2	0.04	-0.2	MPA43	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YNL250W	0.73	1.1	1.14	0.59	0.53	0.42	-0.01	0.08	-0.23	-0.49	RAD50	"Subunit of MRX complex, with Mre11p and Xrs2p, involved in processing double-strand DNA breaks in vegetative cells, initiation of meiotic DSBs, telomere maintenance, and nonhomologous end joining"
YNL251C	0.98	-0.86	-0.34	-0.1	-0.3	-0.39	0	0	-0.11	-0.47	NRD1	"RNA-binding protein, subunit of Nrd1 complex (Nrd1p-Nab3p-Sen1p); complex mediates termination of snoRNAs and cryptic unstable transcripts (CUTs); interacts with the C-terminal domain of the RNA polymerase II large subunit (Rpo21p), preferentially at phosphorylated Ser5; H3K4 trimethylation of transcribed regions by Set1p enhances recruitment of Nrd1p to those sites; required for 3' end maturation of nonpolyadenylated RNAs"
YNL252C	0.75	0.82	1.03	0.59	0.5	0.25	-0.29	0.19	-0.12	-0.42	MRPL17	Mitochondrial ribosomal protein of the large subunit
YNL253W	0.87	1.09	1.06	0.62	0.38	0.39	0.14	-0.18	0.07	-0.43	TEX1	"Protein involved in mRNA export, component of the transcription export (TREX) complex"
YNL254C	-0.81	-0.69	-0.6	-0.74	0.04	0.06	-0.3	-0.12	-0.43	-0.69	RTC4	Protein of unknown function; null mutation suppresses cdc13-1 temperature sensitivity; (GFP)-fusion protein localizes to both the cytoplasm and the nucleus
YNL255C	-1.15	-1.22	-1.06	-1.32	-0.4	0.03	-0.15	-0.4	0.2	-0.32	GIS2	"Translational activator for mRNAs with internal ribosome entry sites; associates with polysomes and binds to a specific subset of mRNAs; ortholog of human ZNF9/CNBP, a gene involved in myotonic dystrophy type 2"
YNL256W	-0.45	-1.03	-1.29	-1.47	-0.34	-0.34	-0.36	-0.1	-0.38	-0.84	FOL1	"Multifunctional enzyme of the folic acid biosynthesis pathway, has dihydropteroate synthetase, dihydro-6-hydroxymethylpterin pyrophosphokinase, and dihydroneopterin aldolase activities"
YNL257C	0.51	0.29	0.88	0.08	0.24	0.28	-0.29	0.14	-0.25	-0.67	SIP3	"Protein that activates transcription through interaction with DNA-bound Snf1p, C-terminal region has a putative leucine zipper motif; potential Cdc28p substrate"
YNL258C	0.5	0.48	0.55	0.2	0.41	0.52	-0.34	0.04	-0.38	-0.69	DSL1	Peripheral membrane protein needed for Golgi-to-ER retrograde traffic; forms a complex with Sec39p and Tip20p that interacts with ER SNAREs Sec20p and Use1p; component of the ER target site that interacts with coatomer; interacts with Cin5p
YNL259C	0.76	1	1.2	1.16	0.64	0.81	0.44	0.39	0.26	-0.06	ATX1	"Cytosolic copper metallochaperone that transports copper to the secretory vesicle copper transporter Ccc2p for eventual insertion into Fet3p, which is a multicopper oxidase required for high-affinity iron uptake"
YNL260C	2.96	2.69	1.88		0.95	0.38	-0.06	0.18	-0.38	-0.38	LTO1	Putative protein of unknown function with similarity to a human protein overexpressed in oral cancers; essential gene with defects in anaerobic and filamentous growth; localizes to the nucleus and cytoplasm
YNL261W	1.62	1.36	0.93	0.92	0.23	0.23	-0.14	0.01	-0.06	-0.18	ORC5	"Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing"
YNL262W	0.07	0.65	0.16	-0.18	0.13	0.15	-0.18	0.03	0.08	-0.44	POL2	"Catalytic subunit of DNA polymerase (II) epsilon, a chromosomal DNA replication polymerase that exhibits processivity and proofreading exonuclease activity; also involved in DNA synthesis during DNA repair; interacts extensively with Mrc1p"
YNL263C	0.31	0.16	0.5	0.18	0.24	0.34	-0.42	-0.23	-0.42	-0.6	YIF1	"Integral membrane protein required for the fusion of ER-derived COPII transport vesicles with the Golgi; interacts with Yip1p and Yos1p; localizes to the Golgi, the ER, and COPII vesicles; homolog of human YIPF3"
YNL264C	0.04	-0.06	0.18		0.52	0.29	-0.58	-0.15	-0.58	-0.69	PDR17	"Phosphatidylinositol transfer protein (PITP), downregulates Plb1p-mediated turnover of phosphatidylcholine, found in the cytosol and microsomes, homologous to Pdr16p, deletion affects phospholipid composition"
YNL265C	0.67	1.08	1.43	0.86	0.72	0.55	0.08	-0.04	-0.25	-0.34	IST1	Protein with a positive role in the multivesicular body sorting pathway; functions and forms a complex with Did2p; recruitment to endosomes is mediated by the Vps2p-Vps24p subcomplex of ESCRT-III; also interacts with Vps4p
YNL266W	0.68	1.21	1.45		0.77	0.59	-0.14	-0.12	-0.36	-0.47	YNL266W	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF IST1/YNL265C"
YNL267W	0.19	-0.36	0.24	0.06	0.21	0.12	-0.15	-0.04	-0.34	-0.4	PIK1	"Phosphatidylinositol 4-kinase; catalyzes first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton"
YNL268W	-0.22	0.19	0.41		0.52	0.14	-0.3	0.08	-0.14	-0.43	LYP1	"Lysine permease; one of three amino acid permeases (Alp1p, Can1p, Lyp1p) responsible for uptake of cationic amino acids"
YNL269W	-0.42	1.22	-1.09	0.46	0.34	0.43	0	-0.69	0.07	0.52	BSC4	"Protein of unknown function, ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough is increased upon depletion of Sup35p"
YNL270C	-0.79	0.38	0.04	0.41	-0.94	-0.07	0.11	0.01	0.37	0.25	ALP1	Arginine transporter; expression is normally very low and it is unclear what conditions would induce significant expression
YNL271C	-0.02	0.24	-0.02	0.29	0.04	-0.05	-0.05	0.19	0.25	-0.03	BNI1	"Formin, nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables, functionally redundant with BNR1"
YNL272C	-0.43	0.03	-0.22	0.1	-0.04	-0.01	0.04	-0.2	-0.17	0.01	SEC2	"Guanyl-nucleotide exchange factor for the small G-protein Sec4p; essential for post-Golgi vesicle transport and for autophagy; associates with the exocyst, via exocyst subunit Sec15p, on secretory vesicles"
YNL273W	0.55	0.77	0.25		0.24	0.18	0.6	0.33	0.42	0.24	TOF1	"Subunit of a replication-pausing checkpoint complex (Tof1p-Mrc1p-Csm3p) that acts at the stalled replication fork to promote sister chromatid cohesion after DNA damage, facilitating gap repair of damaged DNA; interacts with the MCM helicase"
YNL274C	0.64	1.91	2.64	2.07	2.11	2.27	1.79	1.49	1.34	1.55	GOR1	"Glyoxylate reductase; null mutation results in increased biomass after diauxic shift; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YNL275W	-0.3	1.17	0.51	0.36	0.14	0.28	0.31	-0.22	0.29	0.15	BOR1	"Boron efflux transporter of the plasma membrane; binds HCO3-, I-, Br-, NO3- and Cl-; has similarity to the characterized boron efflux transporter A. thaliana BOR1"
YNL276C	-0.86	0.36	0.65	0.11	-0.42	0.01	0	0.25	0.06	0.1	YNL276C	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene MET2/YNL277W"
YNL277W	-2.18	0.44	-0.27	0.54	-0.54	-0.09	0.01	0.03	0.14	0.29	MET2	"L-homoserine-O-acetyltransferase, catalyzes the conversion of homoserine to O-acetyl homoserine which is the first step of the methionine biosynthetic pathway"
YNL278W	0.2	0.11	-0.27	-0.84	-0.74	-0.36	-0.12	0.06	0.26	0.12	CAF120	"Part of the evolutionarily-conserved CCR4-NOT transcriptional regulatory complex involved in controlling mRNA initiation, elongation, and degradation"
YNL279W	-0.15	-1.69	-0.54	-1.09	0.19	-0.2	0.23	-0.3	-0.04	0.19	PRM1	Pheromone-regulated multispanning membrane protein involved in membrane fusion during mating; predicted to have 5 transmembrane segments and a coiled coil domain; localizes to the shmoo tip; regulated by Ste12p
YNL280C	-0.3	-0.32	-0.25	-0.27	-0.1	0.1	0.11	-0.14	0.03	-0.06	ERG24	"C-14 sterol reductase, acts in ergosterol biosynthesis; mutants accumulate the abnormal sterol ignosterol (ergosta-8,14 dienol), and are viable under anaerobic growth conditions but inviable on rich medium under aerobic conditions"
YNL281W	-0.54	-0.81	-0.36	-0.71	-0.22	-0.22	-0.23	-0.54	-0.07	0.03	HCH1	Heat shock protein regulator that binds to Hsp90p and may stimulate ATPase activity; originally identified as a high-copy number suppressor of a HSP90 loss-of-function mutation; GFP-fusion protein localizes to the cytoplasm and nucleus
YNL282W	-0.43	-1.29	-0.86		-0.14	-0.1	-0.34	-0.38	-0.06	-0.15	POP3	"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs"
YNL283C	-0.49	-1.22		-0.45	-0.27	0.1	0.25	-0.22	0.39	0.34	WSC2	Partially redundant sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway involved in maintenance of cell wall integrity and recovery from heat shock; secretory pathway Wsc2p is required for the arrest of secretion response
YNL284C	-0.01	0.56	0.36		0.55	0.66	0.28	-0.14	0.34	0.38	MRPL10	Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL10 and YmL18) on two-dimensional SDS gels
YNL285W	0.64	0.23	1.02	0.52	0.5	1.45	1	0.46	0.57	0.61	YNL285W	"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YNL286W	-0.09	-0.04	-0.15		0.28	0.11	0.06	-0.34	0	0.03	CUS2	"Protein that binds to U2 snRNA and Prp11p, may be involved in U2 snRNA folding; contains two RNA recognition motifs (RRMs)"
YNL287W	0.1	0.55	0.58	0.76	0.06	0.11	0.12	-0.01	0.03	0.12	SEC21	"Gamma subunit of coatomer, a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo"
YNL288W	0.06	-0.38	0.03		0.07	-0.04	-0.25	-0.6	-0.34	-0.15	CAF40	"Evolutionarily conserved subunit of the CCR4-NOT complex involved in controlling mRNA initiation, elongation and degradation; binds Cdc39p"
YNL289W	0.53	-0.27	0.48	0.54	0	0.78	0.16	0.09	0.25	0.59	PCL1	"Cyclin, interacts with cyclin-dependent kinase Pho85p; member of the Pcl1,2-like subfamily, involved in the regulation of polarized growth and morphogenesis and progression through the cell cycle; localizes to sites of polarized cell growth"
YNL290W	-0.36	-0.43	-0.69		-0.58	-0.79	-0.29	-0.58	-0.38	-0.34	RFC3	"Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon"
YNL291C	-0.23	-1.06	-0.6	0.38	-0.18	-0.03	0.19	0.08	0.4	0.15	MID1	"N-glycosylated integral membrane protein of the ER membrane and plasma membrane, functions as a stretch-activated Ca2+-permeable cation channel required for Ca2+ influx stimulated by pheromone; interacts with Cch1p; forms an oligomer"
YNL292W	-0.67	-1.64	-1.18		-0.25	-0.12	-0.06	-0.45	-0.15	-0.18	PUS4	"Pseudouridine synthase, catalyzes only the formation of pseudouridine-55 (Psi55), a highly conserved tRNA modification, in mitochondrial and cytoplasmic tRNAs; PUS4 overexpression leads to translational derepression of GCN4 (Gcd- phenotype)"
YNL293W	-0.25	1.02	0.06	-0.45	-0.09	0.58	0.31	0.48	0.15	0.2	MSB3	"GTPase-activating protein for Sec4p and several other Rab GTPases, regulates exocytosis via its action on Sec4p, also required for proper actin organization; similar to Msb4p; both Msb3p and Msb4p localize to sites of polarized growth"
YNL294C	-0.1	0.33	0.03	0.11	0.11	-0.04	0.11	0.24	-0.1	0.1	RIM21	"Component of the RIM101 pathway, has a role in cell wall construction and alkaline pH response; has similarity to A. nidulans PalH"
YNL295W	-0.45	1.51	-0.17	0.06	-0.01	-0.03	0	0.43	0.01	0.18	MRX6	Putative protein of unknown function
